class,schema,title,range,low,high,special,footnotes,arcrit,mcr,prob,wwg,nt,cbid
2850,EI02,VOCATIONAL INSTRUCTOR (ROOFER) (CORRECTIONAL FACILITY),L,"$3,653.33","$4,570.83",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2850,EI02,VOCATIONAL INSTRUCTOR (ROOFER) (CORRECTIONAL FACILITY),M,"$3,825.00","$4,788.33",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2850,EI02,VOCATIONAL INSTRUCTOR (ROOFER) (CORRECTIONAL FACILITY),N,"$4,005.83","$5,012.50",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2850,EI02,VOCATIONAL INSTRUCTOR (ROOFER) (CORRECTIONAL FACILITY),P,"$4,198.33","$5,515.83",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2850,EI02,VOCATIONAL INSTRUCTOR (ROOFER) (CORRECTIONAL FACILITY),T,"$3,000.00","$3,753.00",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2850,EI02,VOCATIONAL INSTRUCTOR (ROOFER) (CORRECTIONAL FACILITY),U,"$3,137.25","$3,927.00",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2850,EI02,VOCATIONAL INSTRUCTOR (ROOFER) (CORRECTIONAL FACILITY),V,"$3,288.00","$4,113.75",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2850,EI02,VOCATIONAL INSTRUCTOR (ROOFER) (CORRECTIONAL FACILITY),W,"$3,442.50","$4,309.50",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2850,EI02,VOCATIONAL INSTRUCTOR (ROOFER) (CORRECTIONAL FACILITY),X,"$3,605.25","$4,511.25",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2850,EI02,VOCATIONAL INSTRUCTOR (ROOFER) (CORRECTIONAL FACILITY),Y,"$3,778.50","$4,964.25",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),1,"$3,666.67","$4,587.00",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),2,"$3,834.42","$4,799.67",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),3,"$4,018.67","$5,027.92",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),4,"$4,207.50","$5,267.17",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),5,"$4,406.42","$5,513.75",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),6,"$4,618.17","$6,067.42",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),7,"$4,542.51","$9,800.79",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),7,$30.97,$66.82,,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),7,$247.77,$534.59,,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),A,"$4,000.00","$5,004.00",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),B,"$4,183.00","$5,236.00",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),C,"$4,384.00","$5,485.00",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),D,"$4,590.00","$5,746.00",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),E,"$4,807.00","$6,015.00",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),F,"$5,038.00","$6,619.00",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),J,"$3,333.33","$4,170.00",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),K,"$3,485.83","$4,363.33",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),L,"$3,653.33","$4,570.83",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),M,"$3,825.00","$4,788.33",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),N,"$4,005.83","$5,012.50",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),P,"$4,198.33","$5,515.83",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),T,"$3,000.00","$3,753.00",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),U,"$3,137.25","$3,927.00",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),V,"$3,288.00","$4,113.75",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),W,"$3,442.50","$4,309.50",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),X,"$3,605.25","$4,511.25",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2851,EI47,VOCATIONAL INSTRUCTOR (SMALL ENGINE REPAIR) (CORRECTIONAL FACILITY),Y,"$3,778.50","$4,964.25",,"['01', '19', '45', '21']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),1,"$3,666.67","$4,816.17",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),2,"$3,834.42","$5,038.92",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),3,"$4,018.67","$5,278.17",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),4,"$4,207.50","$5,530.25",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),5,"$4,406.42","$5,788.75",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),6,"$4,618.17","$6,371.75",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),A,"$4,000.00","$5,254.00",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),B,"$4,183.00","$5,497.00",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),C,"$4,384.00","$5,758.00",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),D,"$4,590.00","$6,033.00",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),E,"$4,807.00","$6,315.00",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),F,"$5,038.00","$6,951.00",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),J,"$3,333.33","$4,378.33",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),K,"$3,485.83","$4,580.83",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),L,"$3,653.33","$4,798.33",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),M,"$3,825.00","$5,027.50",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),N,"$4,005.83","$5,262.50",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),P,"$4,198.33","$5,792.50",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),T,"$3,000.00","$3,940.50",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),U,"$3,137.25","$4,122.75",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),V,"$3,288.00","$4,318.50",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),W,"$3,442.50","$4,524.75",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),X,"$3,605.25","$4,736.25",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2407,EI81,VOCATIONAL INSTRUCTOR (UPHOLSTERING-SAFETY),Y,"$3,778.50","$5,213.25",,"['01', '19', '21', 'R1']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,1,"$3,666.67","$4,587.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,2,"$3,834.42","$4,799.67",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,3,"$4,018.67","$5,027.92",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,4,"$4,207.50","$5,267.17",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,5,"$4,406.42","$5,513.75",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,6,"$4,618.17","$6,067.42",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,7,$30.97,$66.82,,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,7,$247.77,$534.59,,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,7,"$4,542.51","$9,800.79",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,A,"$4,000.00","$5,004.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,B,"$4,183.00","$5,236.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,C,"$4,384.00","$5,485.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,D,"$4,590.00","$5,746.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,E,"$4,807.00","$6,015.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,F,"$5,038.00","$6,619.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,J,"$3,333.33","$4,170.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,K,"$3,485.83","$4,363.33",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,L,"$3,653.33","$4,570.83",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,M,"$3,825.00","$4,788.33",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,N,"$4,005.83","$5,012.50",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,P,"$4,198.33","$5,515.83",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,T,"$3,000.00","$3,753.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,U,"$3,137.25","$3,927.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,V,"$3,288.00","$4,113.75",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,W,"$3,442.50","$4,309.50",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,X,"$3,605.25","$4,511.25",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2396,ED52,VOCATIONAL INSTRUCTOR -AUTO BODY AND FENDER REPAIR- -CORRECTIONAL FACILITY-,Y,"$3,778.50","$4,964.25",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,1,"$3,666.67","$4,587.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,2,"$3,834.42","$4,799.67",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,3,"$4,018.67","$5,027.92",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,4,"$4,207.50","$5,267.17",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,5,"$4,406.42","$5,513.75",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,6,"$4,618.17","$6,067.42",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,7,"$4,542.51","$9,800.79",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,7,$30.97,$66.82,,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,7,$247.77,$534.59,,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,A,"$4,000.00","$5,004.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,B,"$4,183.00","$5,236.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,C,"$4,384.00","$5,485.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,D,"$4,590.00","$5,746.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,E,"$4,807.00","$6,015.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,F,"$5,038.00","$6,619.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,J,"$3,333.33","$4,170.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,K,"$3,485.83","$4,363.33",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,L,"$3,653.33","$4,570.83",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,M,"$3,825.00","$4,788.33",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,N,"$4,005.83","$5,012.50",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,P,"$4,198.33","$5,515.83",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,T,"$3,000.00","$3,753.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,U,"$3,137.25","$3,927.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,V,"$3,288.00","$4,113.75",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,W,"$3,442.50","$4,309.50",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,X,"$3,605.25","$4,511.25",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2398,ED62,VOCATIONAL INSTRUCTOR -AUTO MECHANICS- -CORRECTIONAL FACILITY-,Y,"$3,778.50","$4,964.25",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2417,ED92,VOCATIONAL INSTRUCTOR -CARPENTRY- -CORRECTIONAL FACILITY-,1,"$3,666.67","$4,587.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2417,ED92,VOCATIONAL INSTRUCTOR -CARPENTRY- -CORRECTIONAL FACILITY-,2,"$3,834.42","$4,799.67",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2417,ED92,VOCATIONAL INSTRUCTOR -CARPENTRY- -CORRECTIONAL FACILITY-,3,"$4,018.67","$5,027.92",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2417,ED92,VOCATIONAL INSTRUCTOR -CARPENTRY- -CORRECTIONAL FACILITY-,4,"$4,207.50","$5,267.17",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2417,ED92,VOCATIONAL INSTRUCTOR -CARPENTRY- -CORRECTIONAL FACILITY-,5,"$4,406.42","$5,513.75",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2417,ED92,VOCATIONAL INSTRUCTOR -CARPENTRY- -CORRECTIONAL FACILITY-,6,"$4,618.17","$6,067.42",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2417,ED92,VOCATIONAL INSTRUCTOR -CARPENTRY- -CORRECTIONAL FACILITY-,7,$30.97,$66.82,,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2417,ED92,VOCATIONAL INSTRUCTOR -CARPENTRY- -CORRECTIONAL FACILITY-,7,"$4,542.51","$9,800.79",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2417,ED92,VOCATIONAL INSTRUCTOR -CARPENTRY- -CORRECTIONAL FACILITY-,7,$247.77,$534.59,,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2417,ED92,VOCATIONAL INSTRUCTOR -CARPENTRY- -CORRECTIONAL FACILITY-,A,"$4,000.00","$5,004.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2417,ED92,VOCATIONAL INSTRUCTOR -CARPENTRY- -CORRECTIONAL FACILITY-,B,"$4,183.00","$5,236.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2417,ED92,VOCATIONAL INSTRUCTOR -CARPENTRY- -CORRECTIONAL FACILITY-,C,"$4,384.00","$5,485.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2417,ED92,VOCATIONAL INSTRUCTOR -CARPENTRY- -CORRECTIONAL FACILITY-,D,"$4,590.00","$5,746.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2417,ED92,VOCATIONAL INSTRUCTOR -CARPENTRY- -CORRECTIONAL FACILITY-,E,"$4,807.00","$6,015.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2417,ED92,VOCATIONAL INSTRUCTOR -CARPENTRY- -CORRECTIONAL FACILITY-,F,"$5,038.00","$6,619.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2417,ED92,VOCATIONAL INSTRUCTOR -CARPENTRY- -CORRECTIONAL FACILITY-,J,"$3,333.33","$4,170.00",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2417,ED92,VOCATIONAL INSTRUCTOR -CARPENTRY- -CORRECTIONAL FACILITY-,K,"$3,485.83","$4,363.33",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2417,ED92,VOCATIONAL INSTRUCTOR -CARPENTRY- -CORRECTIONAL FACILITY-,L,"$3,653.33","$4,570.83",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2417,ED92,VOCATIONAL INSTRUCTOR -CARPENTRY- -CORRECTIONAL FACILITY-,M,"$3,825.00","$4,788.33",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2417,ED92,VOCATIONAL INSTRUCTOR -CARPENTRY- -CORRECTIONAL FACILITY-,N,"$4,005.83","$5,012.50",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
2417,ED92,VOCATIONAL INSTRUCTOR -CARPENTRY- -CORRECTIONAL FACILITY-,P,"$4,198.33","$5,515.83",,"['01', '19', '45', '21', 'R0']",['011'],1,12,SE,,R03
